query_id,kind,rank,keyframe_file,video_id,frame_id,source_zip,member_path,query
query-p1-13-kis,kis,8,L28_V022_268,L28_V022,21864,Keyframes_L28.zip,keyframes/L28_V022/268.jpg,"Một người đứng dưới nước và rọi đèn. Tiếp theo là cảnh người này kéo lưới cá lúc bình minh, sau đó được một nhóm người khác tiến đến dùng máy quay ghi hình."
query-p1-14-kis,kis,1,L26_V171_136,L26_V171,5400,Keyframes_L26_b.zip,keyframes/L26_V171/136.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-14-kis,kis,2,L26_V171_138,L26_V171,5491,Keyframes_L26_b.zip,keyframes/L26_V171/138.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-14-kis,kis,3,L26_V171_139,L26_V171,5504,Keyframes_L26_b.zip,keyframes/L26_V171/139.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-14-kis,kis,4,L26_V171_143,L26_V171,5632,Keyframes_L26_b.zip,keyframes/L26_V171/143.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-14-kis,kis,5,L26_V171_150,L26_V171,5998,Keyframes_L26_b.zip,keyframes/L26_V171/150.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-14-kis,kis,6,L26_V052_058,L26_V052,2964,Keyframes_L26_a.zip,keyframes/L26_V052/058.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-14-kis,kis,7,L26_V246_093,L26_V246,4352,Keyframes_L26_c.zip,keyframes/L26_V246/093.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-14-kis,kis,8,L26_V310_075,L26_V310,3325,Keyframes_L26_d.zip,keyframes/L26_V310/075.jpg,"Người đầu bếp lần lượt đặt các miếng nguyên liệu dạng thanh và những lát cắt hình hoa vào một đĩa đang được hấp trong nồi.
Các nguyên liệu được dùng đũa sắp xếp xen kẽ xung quanh phần thức ăn đã có sẵn trên đĩa.
Sau đó, đầu bếp dùng muỗng lấy thêm một loại nguyên liệu mềm từ tô thủy tinh.
Phần nguyên liệu này được đặt vào giữa đĩa, xung quanh là các miếng dạng thanh và hình hoa đã được sắp xếp trước đó."
query-p1-15-qa,qa,1,L21_V006_007,L21_V006,561,Keyframes_L21.zip,keyframes/L21_V006/007.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-15-qa,qa,2,L21_V006_007,L21_V006,561,Keyframes_L21.zip,keyframes/L21_V006/007.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-15-qa,qa,3,L21_V010_189,L21_V010,19500,Keyframes_L21.zip,keyframes/L21_V010/189.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-15-qa,qa,4,L25_V069_396,L25_V069,44100,Keyframes_L25.zip,keyframes/L25_V069/396.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-15-qa,qa,5,L22_V009_107,L22_V009,9343,Keyframes_L22.zip,keyframes/L22_V009/107.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-15-qa,qa,6,L21_V010_188,L21_V010,19380,Keyframes_L21.zip,keyframes/L21_V010/188.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-15-qa,qa,7,L22_V009_108,L22_V009,9504,Keyframes_L22.zip,keyframes/L22_V009/108.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-15-qa,qa,8,L21_V030_041,L21_V030,4788,Keyframes_L21.zip,keyframes/L21_V030/041.jpg,"Bản đồ phân bố động đất tại một vùng trên thế giới, với một bảng chú giải phía bên trái gồm các kí hiệu nhiều màu sắc tương ứng với các vị trí tâm chấn có cấp độ động đất khác nhau. Không tính bảng chú giải, có bao nhiêu vị trí ghi nhận động đất cấp độ 4?"
query-p1-2-kis,kis,1,L21_V003_020,L21_V003,1654,Keyframes_L21.zip,keyframes/L21_V003/020.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-2-kis,kis,2,L21_V003_021,L21_V003,1739,Keyframes_L21.zip,keyframes/L21_V003/021.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-2-kis,kis,3,L21_V003_022,L21_V003,1913,Keyframes_L21.zip,keyframes/L21_V003/022.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-2-kis,kis,4,L21_V003_025,L21_V003,2220,Keyframes_L21.zip,keyframes/L21_V003/025.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-2-kis,kis,5,L25_V069_162,L25_V069,13950,Keyframes_L25.zip,keyframes/L25_V069/162.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-2-kis,kis,6,L28_V008_071,L28_V008,944,Keyframes_L28.zip,keyframes/L28_V008/071.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-2-kis,kis,7,L28_V021_061,L28_V021,944,Keyframes_L28.zip,keyframes/L28_V021/061.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-2-kis,kis,8,L25_V069_161,L25_V069,13800,Keyframes_L25.zip,keyframes/L25_V069/161.jpg,"Đoạn phim bắt đầu bằng một bản đồ, trên đó một loại công trình thủy lợi lần lượt xuất hiện bốn lần. Sau đó chuyển sang cảnh một con đập được quay từ trên cao, tiếp đến là cảnh cận con đập dưới trời mưa."
query-p1-3-qa,qa,1,L21_V015_097,L21_V015,11313,Keyframes_L21.zip,keyframes/L21_V015/097.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-3-qa,qa,2,L28_V011_126,L28_V011,4185,Keyframes_L28.zip,keyframes/L28_V011/126.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-3-qa,qa,3,L21_V013_073,L21_V013,8346,Keyframes_L21.zip,keyframes/L21_V013/073.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-3-qa,qa,4,L21_V015_097,L21_V015,11313,Keyframes_L21.zip,keyframes/L21_V015/097.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-3-qa,qa,5,L28_V001_206,L28_V001,12022,Keyframes_L28.zip,keyframes/L28_V001/206.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-3-qa,qa,6,L21_V013_072,L21_V013,8205,Keyframes_L21.zip,keyframes/L21_V013/072.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-3-qa,qa,7,L28_V006_301,L28_V006,17574,Keyframes_L28.zip,keyframes/L28_V006/301.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-3-qa,qa,8,L29_V019_500,L29_V019,22928,Keyframes_L29.zip,keyframes/L29_V019/500.jpg,"Hình ảnh một con cá được đặt lên cân, sau đó có cảnh một con cá khác cùng loại bị một người cầm đuôi. Con số hiển thị cuối cùng trên cân là bao nhiêu?"
query-p1-4-kis,kis,1,L22_V021_110,L22_V021,10871,Keyframes_L22.zip,keyframes/L22_V021/110.jpg,"Một đàn sư tử đang nghỉ ngơi và leo trèo trên các bục gỗ trong khu nuôi dưỡng, phía trước có bảng thông tin của London Zoo phục vụ công tác theo dõi và bảo tồn động vật.. Sau đó có cảnh hai nhân viên mặc áo xanh lá đang cân và ghi nhận số liệu của một con vật trong khuôn viên sở thú."
query-p1-4-kis,kis,2,L21_V014_226,L21_V014,26481,Keyframes_L21.zip,keyframes/L21_V014/226.jpg,"Một đàn sư tử đang nghỉ ngơi và leo trèo trên các bục gỗ trong khu nuôi dưỡng, phía trước có bảng thông tin của London Zoo phục vụ công tác theo dõi và bảo tồn động vật.. Sau đó có cảnh hai nhân viên mặc áo xanh lá đang cân và ghi nhận số liệu của một con vật trong khuôn viên sở thú."
